,comment
520,Ótimo custo benefício.
521,Muito boa ainda mas com bastante iluminaçao.
522,Atendeu as expectativas.
523,Boa qualidade.
524,Bom custo benefício pelo valor.
525,Cumpre o que promete!.
526,Excelente para vídeo aulas.
527,"Boa qualidade de imagem, ótimo custo benefício."
528,"Produto muito bom, bem acabado, imagem fica muito boa. Apenas o som que não fica tão bom. Mas pelo custo-benefício vale a pena."
529,Atendeu minhas expectativas.
530,"A imagem é excelente! o som não pude usar pois não consegui fazer funcionar sem eco, mas deve ser problema de software, não do hardware. Mas a imagem é realmente ótima! recebo elogios pela imagem com frequência."
531,Qualidade da imagem excelente. Prática e fácil de usar. Recomendo.
532,"Ótimo custo benefício, atendeu ao meu propósito!."
533,"Resolvemos ficar, muito boa."
534,Show de bola.
535,"Produto com acabamento bom porém a qualidade do vídeo fraca demais, o do notebook melhor."
536,Atendeu as necessidades.
537,Muito boa mesmo pelo valor é a melhor do mercado super recomendo.
538,"Acho que a cor da imagem transmitida não é ideal, poderia ter regulagem de tom. Mas atende a expectativa."
539,Ótimo produto.
540,Câmera de ótimo custo benefício.
541,Bom pelo custo benefício.
542,"Muito boa, qualidade ok, serviu lara o trabalho."
543,A câmera é boa. A qualidade e a facilidade de usar impressiona. O único problema é que não fica fixa ou segura quando a colocamos presa no notebook.
544,"Muito nom o produto, imagem limpinha."
545,"Tudo funciona certinho, muito simples em uso, mas a quantidade da câmera é bem fraquinha. De outro lado, por esse preço é normal."
546,"A câmera é excelente, tem uma ótima qualidade de imagem. Uso para reuniões e aulas on-line e está sendo uma ótima aquisição, principalmente pelo custo-benefício."
547,"Imagem muito nítida e com um bom campo de visão, muito bom, obrigado."
548,"Muito boa, superou minhas expectativas."
549,"Melhor que eu esperava, super satisfeita mesmo e recomendo a todos!."
550,"Produto muito bom, a imagem fica muito boa!!! eu uso o headset para falar então enquanto ao som não tenho problema."
551,Excelente imagem. Recomendo a compra.
552,"Muito bom! resolução excelente, bom custo benefício."
553,Ótima webcam! pelo preço e custo benefício! eu particularmente gostei muito!.
554,"Muito bom, pensei que fosse mais simples. Produto atende no que preciso, reuniões todos os dias pelo zoom e com imagem boa."
555,Muito bom.
556,"Imagem fica tremida, devolvi."
557,Imagem otima.
558,"O produto é um lixo, deu problema com menos de um mês de uso. E não aceitam a devolução. Não aconselho a compra deste produto. Ou qualquer outro que está loja oferece."
559,Ótima qualidade de microfone e web cam!.
560,Não fez diferença com a webcan do notebook. Se puder invista em uma com melhor qualidade.
561,Boa imagem e áudio.
562,"A imagem é boa, mais deixa a desejar pq não foca."
563,"A imagem em si é boa. Mas tem um angulo de abertura muito grande. Para uns pode ser interessante, para mim não foi bom, precisava de algo mais fechado, pegando menos informação do ambiente laterais já que uso pano de fundo."
564,Excelente custo benefício! a imagem é otima.
565,"Para o preço que pagamos é bom, não é a melhor qualidade mas é muito boa. A câmera é bem aberta e aparece bastante o fundo."
566,"Câmera ótimo custo beneficio, tem um microfone excelente tanto pra quem fala, tanto pra quem escuta. Em relação a imagem, é de boa qualidade mas não é lá essas coisas, fica na frente de praticamente todas web cam de notebook, com ajuste no foco e vem até com tripé. Gostei da compra e recomendo!."
567,"Bem acabado, de boa qualidade,."
568,"É razoável,pelo preço."
569,"Muito bom, o valor justo. Bom custo benefício. Até o momento me atende perfeitamente."
570,A câmera é boa mas precisa de um boa iluminação. Custo benefício é ótimo.
571,Perfeito! qualidade de vídeo perfeita para uma câmera de baixo custo e muito simples de usar!.
572,Ótimo produto. Estou curtindo ele.
573,"Simplesmente superou minhas expectativas. - áudio 9,5. - vídeo 8. - instalação 10. - desempenho / velocidade 8. - tamanho 9. - acabamento 10. Resumindo, recomendo."
574,Otimo produto!.
575,Muito bom.
576,Não atendeu às expectativas.
577,Ótimo custo benefício.
578,"Ótima qualidade de imagem, bom custo benefício."
579,"To usando a camerinha muito boa viu tem boa resolução, tem boa claridade eu uso um microfone a parte então da muito certo pelo valor vale muito a pena."
580,Muito boa imagem.
581,Muito bom. Só podia ter opção de usar sem o modo grande angular (quase olho de peixe). Mas é bem boa.
582,Gostei bastante pelo valor pago.
583,Tip.
584,"Ótima qualidade pelo preço, super recomendável."
585,Muito bom recomendo.
586,"Ótimo custo beneficio, pra aulas ead e pra trabalho home office ta de boa."
587,Excelente custo benefício! a imagem é ótima e o áudio bom o suficiente para que todos entendam com perfeição em uma chamada de vídeo. Recomendo!.
588,"Para mim estar nota 10 por isso eu recomendo,pois tem uma ótima imagem."
589,Ótima qualidade.
590,"Pelo valor a qualidade da imagem e boa, uso o programa da nvidia para melhora. Mic nem uso pois uso meu outro microfone e só uso ela para imagem na live."
591,"Gostei muito da qualidade da imagem da câmera, o microfone tem sido satisfatório também, excelente pra videochamadas."
592,"Até aqui sem falhas ou mal contato, como outras que já tive."
593,Exelente produto pelo custo.
594,A web cam é muito boa! a imagem é nítica e o ângulo é bem aberto. Foi uma ótima compra!.
595,A camera tem boa qualidade.
596,"Ótimo produto, ótima imagem, só o audio que não é muito bom!."
597,Muito bom.
598,"Câmera muito boa, atendeu minhas expectativas."
599,O produto foi realmente o que eu esperava.
600,"Recomendo que invista na iluminação, a câmera é boa de acordo com o preço, ajustável na tela do pc e tem o tripé, tudo muito prático na parte de montar."
601,"Muito bom, cumpre o que promete, adorei."
602,Bom produto.
603,Excelente produto. Recomendo a aquisição.
604,"Qualidade ótima, me surpreendi bastante até, pelo valor eu esperava menos mas adorei."
605,Excelente custo benefício. Estou usando há um mês para reuniões de trabalho e a qualidade da imagem é muito boa!.
606,Imagem e som perfeito qualidade excelente.
607,Excelente.
608,Gostamos muitíssimo do produto.
609,Excelente imagem muito boa.
610,"Excelente, versátil e com qualidade incrivel."
611,"Ótima, melhor custo benefício!."
612,"Excelente custo benefício! a imagem e o audio são ótimos, mas precisa configura o volume do microfone corretamente no windows."
613,Recomendo o produto de excelente qualidade.
614,Produto de custo x benefício considerável. Vale muito a pena. Gostei.
615,"Camera muito boa, cumpriu seu papel com maestria, ótimo ângulo de visão."
616,"Ótimo produto, custo e beneficio."
617,Webcam top gostei muito e recomendo comprei para faze live com xbox custo e benefício too de mas.
618,Muito boa.
619,"Muito boa, captura a imagem mesmo com pouca luz."
620,Produto top custo benefício muito bom. Me atende bem nas lives.
621,Excelente produto. Ótima qualidade.
622,"Para uso amador, como reuniões, que é meu propósito atende muito bem. Acredito que até para produtores de conteúdos simples também atenda. Recomendo."
623,Boa câmera. Atende ao que se propõe pelo preço. O maior problema tem sido a fixação dela na tela. Fica praticamente solto. Fora isso tô curtindo.
624,Muito bom. Camera com microfone muito boa. Podem confiar.
625,"Atendeu às minhas expectativas. Produto bom, ângulo de visão amplo, só não acredito que seja full hd, mas a imagem ainda é boa."
626,Câmera de boa qualidade. Microfone exelente e sem ruídos.
627,Câmera com excelente resolução e de fácil uso. Recomendo muito.
628,Produto muito bom de otima qualidade.
629,"Para o meu propósito que não é de uso profissional serviu, estou usando para participar de reuniões no app do zoom , e está serviço bem ,a imagem não e as das melhores."
630,"Excelente relação custo benefício, ótima qualidade de imagem e da captação do microfone."
631,"Resolução maravilhosa! é real, podem comprar! só não gostei do encaixe, ele não serviu para meu monitor, estou tendo que apoiar de qualquer jeito, mas a funcionalidade da webcam é ótima mesmo, recomendo."
632,Muito boa. Fácil de instalar bonita e ajustável.
633,"Excelente câmera, recomendo para uso no dia a dia, como reuniões e etc. Para utilizar em gravação de conteúdos já não seria a ideal."
634,"Fiquei muito feliz com o produto, superou minhas espectativas."
635,"Produto muito bom, não deu nenhum tipo de problema ainda, ótima qualidade e capta muito bem o som!!."
636,Muito bom excelente qualidade.
637,Produto muito bom podem comprar ótimo.
638,"Boa imagem e bom som, cumpre bem com a necessidade."
639,Funcional e fácil de conectar.
640,Produto de otima qualidade de inagem.
641,"Pela faixa de preço é a melhor opção, tem um ângulo mais aberto e da a distorção de lente nas bordas."
642,Gostei da câmera muito boa e atende o que preciso. Indico.
643,"Excelente. Funcional, cumpre o que promete. Recomendo."
644,Achei um bom produto.
645,Nata 10.
646,Pelo o valor muito bom.
647,Muito bom. Atende as minhas necessidades.
648,Ótimo produto. Atende perfeitamente as necessidades que se propõe.
649,Achei legal e muito boa.
650,"Essa câmera é uma propaganda enganosa, não tem resolução e não tem foco, a imagem é toda borrada. Não recomendo."
651,Presente.
652,Muito bom e funcional ! só plugar no computador e usar a imagem tem boa resolução e qualidade ! recomendo.
653,Muito boa.
654,"Simplesmente maravilhoso,adorei."
655,"Mais do que eu esperava , maravilhoso."
656,Câmera web multilaser wc045 vga.
657,Top.
658,Maravilhoso.
659,Baixa qualidade na imagem.
660,"Camera boa levando em conta o preço. A luz de led não faz muita diferença, a imagem é padrão para webcams de faixa de preço. Quebra um galho."
661,É muito difícil de ficar presa em algum lugar. E também difícil de focar. Perdi e tive que comprar outra.
662,Ótimo produto.
663,"Atende pelo valor, a imagem não é das melhores mais serve captação do microfone é boa os ledes só enfeite não iluminam nada ,mais vc tem a opção de desligar, se for comprar pensando nos leds, não compre."
664,"Não tem a melhor qualidade, mas foi um preço mais em conta pra mim."
665,Gostei muito esta me a juntanto muito.
666,Muito boa adorei ecelente estou gostando.
667,Ótimo. Funcionou muito bem no computador.
668,"Câmara de boa resolução, de fácil instalação."
669,"Baixa qualidade de imagem, na minha opinião não vale a pena."
670,"Cumpre com o prometido, tenho utilizado para vídeo conferência e tem me servido muito bem. Pelo preço e a qualidade compresa se for para coisas simples!."
671,"Ótimo produto pelo preço. A qualidade da camera é igual à do meu notebook samsung, não quer dizer que isso seja bom, quer dizer que é aceitável. Funciona sem nenhuma configuração adicional no linux e no raspberry pi, tanto o video quanto o microfone."
672,"Muito boa, com excelente imagem."
673,"Eu demorei para acertar na compra de uma webcam que oferecesse preço e qualidade. Essa cumpre com louvor esse papel. A imagem do equipamento dentro de sua proposta é boa até mesmo em ambientes com pouca luz, inclusive eu tinha visto nos reviews na internet, mas ao vivo fica bem melhor. Além disso, a qualidade de som capturada é similar a do microfone convencional, eu gostei e recomendo. Dica: caso não reconheça a câmera ao plugar, removar os drives antigos de outras webcams, pois inicialmente o windows 10 não estava reconhecendo. Após realizar o procedimento, reinicie e conecte novamente a câmera. Comigo funcionou assim! tem algumas pessoas que usam o obs studio para configurar (veja no youtube)."
674,"Essa foi a segunda câmera que comprei deste modelo. A qualidade logitech não tem do que reclamar. A câmera é ótima para uma com qualidade de 720p. Modesta na qualidade da imagem, serve muito bem para uma vídeo conferência e home office. A instalação é muito simples, apenas conectar no usb do computador (qualquer que seja o sistema operacional). A captura do som é boa também, com som bem nítido. Claro que quanto melhor sua conexão na hora da conferência a qualidade será maior. Para quem quer uma câmera com um ótimo custo benefício pode comprar sem medo!."
675,"Tive um pouco de dificuldade pra instalar, pois precisa do drive e não diz isso em lugar nenhum. Tive que ligar pro meu técnico que me informou. No site da logitech também não foi fácil achar o drive, mas acabei achando e daí foi moleza. Por conta disso, tirei 1 estrela, mas depois de instalada corretamente, funciona bem, vídeo e áudio. Ótimo custo/benefício."
676,"Se vc quer ou precisa de excelência (como para gravar vídeos mais profissionais para internet), esta nao é para você, mas é bem mais q suficiente para um usuário comum como eu. Excelente custo-benefício, boa imagem e som, poderia até dispensar o uso de microfone externo se não morasse numa área ruidosa. No entanto, é um pouco frágil; recomendo evitar o manuseio por crianças menores."
677,Produto de boa qualidade com áudio e vídeo excelentes.
678,"Não é a melhor qualidade de câmera, mas cumpre sua função. Acho que poderia ser mais barato. Funciona bem, sem defeitos até agora e fácil de instalar."
679,"Fiquei admirado com a imagem. Havia comprado uma webcam antes pela metade do preço desta e resolução maior. Simplesmente a imagem ficava horrível. Essa da logitech, apesar de ser de menor resolução, é excelente para reuniões e aulas online. Imagem ótima e captura de som nítida também para quem está escutando. Eu a recomendo, podem comprar sem medo!."
680,"Excelente qualidade, o produto passa muita confiança em sua durabilidade. Plug and play, basta conectar o usb que ele já funciona. Não testei o microfone o suficiente ainda. Tinha um receio a como ele encaixa no monitor, é impressionante como é algo simples e efetivo. Me preocupava também sobre ele ficar na frente da tela, até que não fica e não atrapalha. Salvou bastante minhas interações de home office, até para participar de aulas assíncronas pois me sinto presente na aula, e me monitoro também."
681,"Tem um bom acabamento, a forma com se prende ao monitor ou ao notebook é eficiente, tem um bom tamanho de cabo usb, pode ser também instalada em um setup desktop. A imagem captada e boa, nada também excepcional. Eu diria, uma imagem descente, considerando o valor do equipamento. A limitação é por conta do foco da imagem, que fica ""em cima do rosto"". Você teria que se afastar mais para captar, por exemplo, o tronco e parte dos braços. Para reuniões, home office e a comunicação do dia a dia, acho que atende muito bem. Tem um bom custo-benefício."
682,"Não funciona audio com teams microsoft fiz todas as configurações no meu pc com windows 10 e só aparece imagem mas audio nada, fazer video conferência de trabalho não serve, estou arrependido da compra vou devolver."
683,"Concordo que não é um produto barato, numa busca rápida encontraremos webcam's de valores muito menores, porém essa daqui pode comprar que a qualidade é muito boa e não vai dar problema."
684,Boazinha.
685,Excelente custo/benefício. Não conheço melhor.
686,"Funciona super bem, boa qualidade da imagem."
687,"Atende ao que se espera, imagem boa para reuniões on-line."
688,Muito bom. Ótimo custo benefício. Recomendo a todos.
689,"Sem comentários, produto incrível. Comprem sem nenhum receio!!."
690,Ficaram perfeitos som e imagem.
691,Excelente webcam.
692,Câmera boa pode comprar sem erro.
693,"Boa qualidade. Apenas, não estou conseguindo usar no noteboock, como segunda câmara."
694,Excelente câmera. Recomendo.
695,Excelente.
696,Ótima qualidade só que não prende direito no pc. Capta o som até três metros audível.
697,"Produto muito bom dentro de suas limitações de hd sensor dela para filmar eh 0,9mpx da conta do recado ela tem limite de fps então se passar rápido a mão sobre rosto verá pequeno arrasto. Uso para fazer vídeos para canal autos e curiosidades br e canal qra oliveira lá tem imagens com a câmera só assistir melhor custo beneficio original hoje em dia."
698,Ótimo produto!.
699,"A imagem é bem limpa, gostei bastante."
700,Bom custo-benefício!.
701,Muito bom o produto. Apesar da aparência simples cumpre o que promete. Bom custo benefício.
702,"Produto logitech, fora de série com suporte 10."
703,Excelente qualidade!.
704,Produto de qualidade.
705,"Já é a segunda que compro aqui pra casa. Ambas funcionando perfeitamente, inclusive a primeira que já tem mais de 2a de uso. Vídeo e microfone ótimos!."
706,O produto é básico mas cumpre ao principal objetivo que considero realizar video-chamadas.
707,Muito bom.
708,Excelente produto. Uma ótima opção para reuniões online. Funcionando muito simples. Qualidade de áudio e vídeos perfeita. Ótima compra.
709,"Resumindo, o produto é topppppppppp."
710,Excelente!.
711,A qualidade da imagem não é 100% sabendo que existem beeeem melhores mas dá para o gasto!.
712,Top demais recomendo.
713,A câmera tela excelente qualidade de imagem.
714,Gostei de mais.
715,"Camera top pra quem só deseja usar pra chamada de vídeo pra escola, reuniões etc. Pra streaming não recomendo pois o áudio é bem ruim, só valeria a pena de pegar um microfone a parte."
716,A marca logitech tem produtos de excelente qualidade.
717,É uma boa escolha para chamadas de vídeo. Acho que é o melhor custo benefício para quem não precisa de imagens full hd.
718,"Ótimo custo benefício, qualidade superou o esperado!."
719,"Cumpre o que promete, qualidade boa e excelente acabamento padrão logitech. Produto de entrada, não esperem uma qualidade excepcional, porém é muito bom em 720p."
720,Até agora muito boa. Camera e microfone funcionando perfeitamente!.
721,Atendeu minha necessidade.
722,"Gostei demais do produto, boa resolução!!!."
723,Produto excelente.
724,"Muito bom custo benefício, compensa a compra."
725,Instalação muita prática e imagem otima.
726,Otima qualidade.
727,Tudo certo com o produto e atende as expectativas.
728,Perfeito.
729,"Câmera de excelente qualidade. Atendeu o que necessitava. Pelo preço, recomendo 100%."
730,Otima camera!.
731,Recomendo.
732,Imagem e áudio excelentes.
733,"Resolução é bacana, porém o software nao funciona, pois nao salva as configurações diferentes da de fabrica! ou seja, não dá pra usar ela com o widescreem!."
734,Excelente custo benefício!.
735,É ótimo pro que oferece.
736,"Produto de excelente qualidade. Atende a todas as suas especificações sem contar que uma logitech, marca que despensa comentários. Recomendo."
737,"Muito boa câmera, atendeu bem minhas expectativas para o home office."
738,Excelente produto! facílima instalação plug and play. Ótima imagem. Tudo funciona perfeitametne!.
739,Custo benefício.
740,"Boa, cumpre com o especificado!."
741,"Excelente custo-benefício! imagem e áudio bons, nada excepcional, mas bons. Me atendeu perfeitamente."
742,"Boa imagem, fácil instalação. Senti falta de uma firmeza maior no suporte para encaixar no notebook, mas estou satisfeito."
743,Ótimo custo beineficio.
744,Câmera muuuuuitooo boaa. Eu recomendo com certeza 👍.
745,Bom custo benificio.
746,Muito bom imagem exelente e o valor ajuda mais ainda! recomendo dmais.
747,"A qualidade da imagem não é tão boa quanto eu esperava mas, comprei pela marca logitech que eu sei que presta suporte e atualizações."
748,"Adorei a imagem e audio. Exatamente o que esperava. Infintitamente melhor que a camera do computador, mais nitida."
749,Simplesmente perfeita!.
750,"Melhor marca que existe para web cam. Excelente compra. A web cam não gira a imagem, mesmo baixando o programa da marca."
751,Custo e benefício excelente.
752,"O produto muito bom, melhor que a câmera do notebook, uso em cima do monitor, pois trabalho com note fechado quando no escritório."
753,Gostei muito!.
754,A camera e o microfone são bons. Até agora sem problema!.
755,"Muito boa, cumpre o que promete. A imagem é nítida e com ótima resolução."
756,"Gostei muito,bem melhor que câmera do notebook,bem iluminado. Ponto negativo é que o ângulo é bem fechado."
757,"Camêra simples, bom custo-beneficio, como não é full-hd não espere muita qualidade, mas com boa iluminação, tem uma qualidade satisfatória. Como comprei faz 1 mês, não da pra testar a durabilidade, mas parece ser resistente."
758,"Boa, recomendo, pode comprar."
759,Essa marca é de muita qualidade. Muito boa!.
760,Dentro das expectativas.
761,Produto como descrito.
762,Excelente produto.
763,Top !!.
764,"Excelente qualidade ! nao precisei de muito para usar, foi so plugar no meu desktop e ser feliz. Qualidade de imagem e saide de microfone tops, atentendeu bem a minha necessidade."
765,"Comprei para meu filho pq ele tbm tem aulas online,ele gostou muito!."
766,Ótimo produto. Preço bom e funções básicas perfeitas.
767,Logitech não decepciona nunca. Tenho outros itens como teclado e mouse e sou entusiasta dessa marca.
768,"Excelente, único ponto de melhoria é se fosse bluetooth mas pelo custo/benefício é excelente a qualidade."
769,Produto excelente.
770,"Excelente produto, gostei muito."
771,Cumpre o que promete. Bom custo benefício.
772,O produto veio com várias marcas de uso.
773,Excelente câmera.
774,"Gostei, funciona muito bem!."
775,"Surpreendente a qualidade de imagem, o som também é excelente. Indico!."
776,"Ótimo, super recomendo, compre sem medo de ser feliz!."
777,Uma das melhores câmeras.
778,Muito boa a câmera. Áudio excelente e imagem tbm.
779,A qualidade de imagem é excelente.
780,"Facil de instalar ,imagem muito boa."
781,Excelente relação custo benefício. Imagem e som realmente em hd. Vale à pena.
782,"Boa, atendeu as minhas expectativas."
783,Ótima opção custo benefício pra usar no dia a dia em reuniões. Boa qualidade de imagem.
784,Super satisfeito.
785,Atendeu a expectativa.
786,Uma das melhores.
787,Ótima.
788,"Muito ruido nas partes pretas, nao foca, 720p mais parece 144p, com certeza eu estou acostumado com mais resolução por isso nao gostei."
789,Ótimo custo-benefício. Qualidade muito boa.
790,"Não gostei muito das cores, mas a definição da imagem é impressionante. Microfone funciona bem também. Seria legal se a base fosse uma garra."
791,"Ótimo produto, imagem excelente!!!."
792,"Uma boa câmera pelo valor. Boa qualidade de imagem, boa captação de som e fácil de usar. Uso para ministrar aulas, participar de reuniões e coisas simples, e fico contente com o resultado. Só acho que ela fica com a imagem meio ""longe"", tipo zoom out. Mas não é algo que me incomoda. E se fosse o caso, poderia fazer o zoom por software mesmo."
793,"Excelente como webcam pra conferências, microfone ok."
794,Recomendo.
795,Ótimo! imagem e som perfeita.
796,Otima imagem de qualidade mesmo vale o envestimento.
797,Muito bom e funcional.
798,Funcionando perfeitamente.
799,Gostei top demais.
800,"Pra quem procura custo/benefício, atende bem."
801,Achei uma câmera muito boa. Excelente custo benefício.
802,Muito bom. Ótima relação custo/benefício. O único detalhe é que o programa logitune que permite fazer regulagens na camera não é compativel com este modelo mais simples. Mesmo assim é bom.
803,Utilizo nos meus atendimentos online e amei! gostei da resolução e não tem retorno de som.
804,Estou satisfeito. Serviu pra mim fazer audiências. Microfone funciona bem. Câmera também.
805,Excelente.
806,Excelente produto.
807,Ótima câmara.
808,Qualidade enorme! funciona perfeitamente é apenas plugar o usb no computador e ele funciona!.
809,"Está sendo usada para conferência em home office e para isso ela está servindo muito bem, a imagem é decente, o áudio também, então para este tipo de uso é muito boa sim e com valor acessível."
810,"Excelente produto, com um ótimo custo/benefício. Nota 10. Minha única ressalva é a falta de uma tampa para a lente, o que daria maior privacidade."
811,"Superou minhas expectativas, excelente imagem até mesmo em ambientes sem tanta luz, consigo participar de reuniões online tranquilamente, disseram que fiquei até mais bonito rs. Recomendo com certeza."
812,Perfeita.
813,"Câmera boa. Imagem boa. Serve bem em qualquer posição e áudio satisfatório. Excelente para vídeo-chamada e aulas on-line, porém, não indico para serviços profissionais. Vale a pena para quem quer qualidade e pagar pouco."
814,"A qualidade de imagem desta câmera me surpreendeu, não sou streamer, talvez para o pessoal que faz muitas lives precise de algo com qualidade ainda superior, mas para as minhas reuniões de trabalho, são excelentes, acima do esperado."
815,Imagem mediana mas vale custo benefício.
816,"Produto veio com defeito. Imagem estranha/distorcida, parece está trincada, não dá nem para descrever. Fiquei no prejuizo, pois segundo as regras, tem somente 7 dias."
817,Produto de altissima qualidade.
818,Câmera muito boa!! senti somente a ausência de zoom!.
819,"Ainda não usei muito o produto, mas a conexão e o reconhecimento são instantâneos, o que torna o produto muito prático. Considero a qualidade justa pelo preço e adequada para situações que não exigem a melhor experiência disponível no mercado, como algo mais profissional. Gostei e recomendo, até o momento."
820,Produto excelente. Funciona conforme anuncio.
821,Excelente produto recomendo a todos do ml.
822,Muito muito bom.
823,"Ótimo produto, funciona perfeitamente."
824,Ela é ótima pelo preço. Custo benefício.
825,Excelente e super rápido entrga.
826,"Muito boa, vale a pena investir, é uma ótima webcam de entrada e o audio também é bom."
827,Muito boa. Ótimo custo benefício!.
828,"Excelente, cumpre o que anuncia."
829,A câmera é ótima e veio em excelente estado! qualidade incrível para utilizar em aula on-line ou alguma reunião. Eu recomendo! atendeu minhas necessidades.
830,"Perfeito para meu caso de uso, queria apenas uma camera pras entrevistas e falar com meus parentes. A compra foi boa."
831,Excelente!.
832,Ótimo produto. Qualidade de imagem bem aceitável e a captação de som do microfone embutido é muito boa. Não ter o controle de zoom é ruim mas sinceramente para quem não se preocupa muito com isso como é o meu caso não chega a causar grande problema.
833,Excelente qualidade.
834,Qualidade de imagem superou as expectativas para mim que estava acostumado com a qualidade de imagem do meu notebook.
835,Atende à minha necessidade.
836,Boa relação custo/benefício.
837,"É realmente muito bom, cumpre o que promete."
838,Muito bom produto. Recomendavel.
839,"Caixa rasgada, com marcas de uso."
840,"Ótima qualidade, imagem muito boa."
841,Excelente. Fácil de usar e ótima qualidade de imagem.
842,"O enquadramento da camera é mais fechado, pode importar para algumas pessoas, para mim está sendo ótima."
843,"É bem básica. Pelo que ela é, eu achei bem cara. Mas serve para o propósito se for algo básico."
844,Excelente custo benefício. Vale cada centavo.
845,"Excelente câmera web. Já uso no meu consultório, e agora no computador para viagens, super recomendo mesmo."
846,Ótimo.
847,"Produto muito bom, foi além das minhas expectativas."
848,"A câmera web logitech c270, atende perfeitamente as expectativas. É uma câmera com suas limitações técnicas já conhecidas, porém atende com folga as videoconferências, motivo pela qual foi adquirida. Som e imagem com qualidade suficiente para a função."
849,A imagem e o áudio são ótimos. Custo benefício excelente!.
850,"Camera excelente, 720p uma qualidade boa para stream de game ou qualquer outro conteúdo a imagem fica nítida precisa de uma boa iluminação se não fica um pouco escuro, mas logitech tem muita qualidade e nesta camera não é diferente. Recomendo."
851,Me surpreendeu demais.
852,Essa câmera é ótima!! digo porque já possuo uma da mesma e me serve muito bem. Comprei para deixar de reserva. Recomendo.
853,"No meu caso estava buscando uma webcam boa e barata. E precisava de um bom audio, nao buscava grande performance visual, entao, esse modelo me atendeu bem."
854,"Produto maravilhoso. Fiquei até mais bonito. O único problema é quando apaga a luz, aí não dá pra enchergar nada."
855,"Muito bom, ótima qualidade."
856,Boa!! cumpre a função.
857,Muito eficiente.
858,O produto atendeu a especificacao.
859,Perfeita!.
860,"Ótimo custo benefício, vale a pena, resolução de som e imagem boas pelo preço dela."
861,Excelente produto! eu recomendo <3.
862,"Webcam boa, muito barata e com uma qualidade absurda pro que ela vale!!."
863,"Muito bom, valeu a pena comprar. Recomendo."
864,"Ele é bom e bem aceitável. Não é recomendado se você quer ter uma câmera de altíssima qualidade, mas se precisa fazer vídeo chamadas, é uma ótima opção."
865,Produto original e de qualidade logitech.
866,Otimo produto e otimo preço!!.
867,Excelente custo benefício. Ótima qualidade para vídeo chamadas. Plug in. Sem problemas.
868,Atendeu todas as necessidades. Não apresentou problemas. Possui boa qualidade.
869,Excelente ------.
870,"Não é um produto recente mas é muito honesta, boa captação de áudio e o vídeo atende com folga pessoas que querem usar para fazer videoconferência."
871,"Imagem boa, sim ok. Suporte para monitor deixa a desejar."
872,Excelente câmera uma das melhores que já usei para recepção de clínica para usar em sistema pois possui vários formatos de foto.
873,Muito bom.
874,Produto de ótima qualidade!.
875,Melhor custo benefício. Recomendo.
876,Imagem muito boa.
877,"Boa tarde, produto excelente recomendo a todos boas compras."
878,Perfeita a qualidade da imagem. Som. Foco preciso. Posicionamento legal. Cabo usb de tamanho suficiente e até maior que esperado pra alcançar o conector. Muito bom.
879,"Para os padrões de especificação do produto, é um dos melhores para a sua resolução ( 720 ). Não podemos, comparar a mesma com uma de resolução superior ( 1080 ). To muito satisfeito com o produto!."
880,"Ótima câmera! a resolução e qualidade me surpreendeu, muita nítida, microfone é muito bom também!."
881,"Muito bom, tem uma excelente qualidade. Uso para fazer live e deixa com uma qualidade excelente."
882,"Produto muito bom, atende as necessidades. Faco vídeos para o youtube, ficou com ótima qualidade."
883,Pelo preço. Muito boa.
884,"Gostei bastante, qualidade de imagem é boa, vale a pena pelo custo/benefício."
885,"Muito boa, otiko custo benefício."
886,"Ótimo produto, o que estou precisando no momento."
887,Correu tudo bem. Foi super rápido e o produto funcionou perfeitamente bem além de estar novinho.
888,Ótimo custo benefício!.
889,A qualidade da imagem depende muito da iluminação.
890,Excelente custo x benefício.
891,Camera boa. Cumpre o prometido.
892,Excelente.
893,Me atendeu bem para reuniões.
894,Produto de muita boa qualidade recomendo.
895,"Esperava bem menos, surpreendido muito boa qualidade! :)."
896,"Eu amei o produto, como esperado, já sou fã da marca e cada dia os itens ornam muito bem."
897,Muito boa top pra fazer live no youtube da pra curtir muito recomendo ✌️.
898,Fácil de instalar e utilizar. Perfeita para reuniões online.
899,Excelente!. Gostei muito do produto super rápido!.
900,Gostei! as cores são boas e a resolução é satisfatória para reuniões online. Se for fazer live pega uma mais nítida.
901,"Equipamento de alta qualidade, imagem excelente, áudio captado também muito bom."
902,Produto de boa qualidade.
903,"Achei super ótimo !! gostei, recomendo."
904,"Para que se propõem e uma boa câmara, a recomendo para quem quer uma imagem boa, a recomendo para quem não tem ou não pretende empatar muito dinheiro, no demais e ter um bom programa para gerenciar a imagem, e uso o cyberlink."
905,Produto excelente em som e imagem. Recomendo.
906,Ótimo produto! funciona muito bem!.
907,"Ok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,."
908,Resolução muito ruim.
909,Muito boa a qualidade da imagem. Bom custo-benefício.
910,"Os produtos dessa marca não decepcionam!. Custo x benefício muito bom!. Mesmo estando bem longe, o microfone capta a voz muito bem. A qualidade da imagem também é ótima!. Altamente recomendado."
911,"Ainda não testei, mas achei muito da ora."
912,"Foco fixo que só começa seu ponto de fixação com quase 1 metro, o que é inviável para ser usado em um monitor de pc, onde estamos no máximo a 50 cm de distância. Tive que devolver."
